pattern_id,origin,destination,station_count,service_count,is_circular,is_shuttle,has_reverse,reverse_pattern_id
SP001059,EXC,OKE,5,5,False,False,True,SP001088
SP001060,PTH,GLQ,9,2,False,False,True,SP000887
SP001061,ABD,GLQ,18,1,False,False,False,
SP001062,DEE,GLQ,11,25,False,False,True,SP000895
SP001063,MBR,KGX,25,2,False,False,False,
SP001064,CST,ORP,12,66,False,False,True,SP000177
SP001065,ABD,GLQ,15,10,False,False,True,SP000867
SP001066,PMH,RYP,2,36,False,True,True,SP001105
SP001067,CPH,CDF,6,2,False,False,True,SP001097
SP001068,NEM,WSB,20,2,False,False,False,
SP001069,ARB,GLQ,18,2,False,False,True,SP000890
SP001070,ABD,GLQ,17,6,False,False,True,SP000875
SP001071,NEM,YVP,16,4,False,False,True,SP001037
SP001072,DON,KGX,29,1,False,False,False,
SP001073,NMC,MAN,8,4,False,False,False,
SP001074,GIL,NEM,12,4,False,False,True,SP001030
SP001075,XSU,NWD,10,2,False,False,False,
SP001076,ABD,GLQ,16,10,False,False,True,SP000863
SP001077,BAL,EBN,19,2,False,False,False,
SP001078,EXD,OKE,4,2,False,False,False,
SP001079,WCY,BAK,9,56,False,False,True,SP001085
SP001080,OKE,EXC,4,12,False,False,True,SP001053
SP001081,XSU,SRH,11,6,False,False,True,SP001573
SP001082,QRB,WYB,19,6,False,False,False,
SP001083,BAL,EBN,20,4,False,False,False,
SP001084,BSK,SAL,6,2,False,False,False,
SP001085,BAK,WCY,9,58,False,False,True,SP001079
SP001086,ABD,GLQ,17,2,False,False,False,
SP001087,SVG,MOG,21,72,False,False,True,SP001094
SP001088,OKE,EXC,5,12,False,False,True,SP001059
SP001089,INV,GLQ,17,4,False,False,True,SP004300
SP001090,INV,GLQ,16,3,False,False,False,
SP001091,WGC,MOG,18,70,False,False,True,SP001703
SP001092,BAL,EBN,19,4,False,False,False,
SP001093,GLC,LNK,9,66,False,False,True,SP001980
SP001094,MOG,SVG,21,64,False,False,True,SP001087
SP001095,AON,NEM,13,2,False,False,False,
SP001096,MTH,CUB,5,4,False,False,False,
SP001097,CDF,CPH,6,4,False,False,True,SP001067
SP001098,SAL,GIL,3,2,False,False,False,
SP001099,EXD,YVJ,10,2,False,False,False,
SP001100,ABD,EDB,16,17,False,False,True,SP000495
SP001101,AXM,EXD,8,2,False,False,False,
SP001102,GIL,EXD,13,2,False,False,False,
SP001103,EDB,DEE,12,4,False,False,True,SP002214
SP001104,FNH,QRB,20,4,False,False,False,
SP001105,RYP,PMH,2,36,False,True,True,SP001066
SP001106,CYP,XHZ,18,148,False,False,False,
SP001107,QRB,AHT,17,4,False,False,False,
SP001108,NOT,SKG,14,2,False,False,False,
SP001109,NOT,SKG,17,1,False,False,False,
SP001110,MAN,WKK,11,1,False,False,True,SP001523
SP001111,BDW,NBY,4,31,False,False,True,SP003543
SP001112,RSH,MAN,8,16,False,False,False,
SP001113,YVP,SAL,7,4,False,False,False,
SP001114,LDS,SHF,13,38,False,False,True,SP000234
SP001115,LIT,BAL,25,8,False,False,True,SP001241
SP001116,YVJ,SAL,8,6,False,False,True,SP001188
SP001117,HAZ,MAN,5,4,False,False,False,
SP001118,NOT,SKG,16,2,False,False,False,
SP001119,CRE,MAN,13,35,False,False,True,SP001537
SP001120,KGX,PBO,15,10,False,False,False,
SP001121,PBO,KGX,14,9,False,False,False,
SP001122,NEM,PMH,12,40,False,False,True,SP000590
SP001123,BDW,NRC,5,1,False,False,True,SP004484
SP001124,NEM,PMH,17,18,False,False,True,SP001139
SP001125,WSW,REI,15,1,False,False,False,
SP001126,CDF,RHY,14,2,False,False,False,
SP001127,RHY,BYI,24,24,False,False,False,
SP001128,BGD,BYI,22,26,False,False,True,SP003362
SP001129,RHY,BYI,25,2,False,False,False,
SP001130,HRH,BDM,37,2,False,False,False,
SP001131,BGD,BYI,21,22,False,False,True,SP003467
SP001132,HBD,LDS,9,28,False,False,True,SP002010
SP001133,HRH,BDM,39,2,False,False,False,
SP001134,BYI,RHY,26,4,False,False,False,
SP001135,BDT,YRK,14,4,False,False,True,SP002536
SP001136,BBN,MCV,8,26,False,False,True,SP001616
SP001137,CHX,SEV,15,4,False,False,False,
SP001138,CHX,ORP,11,4,False,False,True,SP000334
SP001139,PMH,NEM,17,30,False,False,True,SP001124
SP001140,RHY,BYI,25,2,False,False,False,
SP001141,GLM,TON,18,2,False,False,True,SP001195
SP001142,CST,CST,26,64,True,False,True,SP000996
SP001143,TON,SOO,14,11,False,False,True,SP001153
SP001144,GLM,PDW,17,2,False,False,False,
SP001145,MDW,SOO,8,2,False,False,True,SP001192
SP001146,SOO,PDW,13,54,False,False,True,SP001148
SP001147,CDF,RHY,18,2,False,False,True,SP003502
SP001148,PDW,SOO,13,56,False,False,True,SP001146
SP001149,NCL,MAN,20,2,False,False,False,
SP001150,CDF,BYI,9,10,False,False,True,SP001049
SP001151,REI,WSW,14,1,False,False,False,
SP001152,PGN,EXM,16,12,False,False,False,
SP001153,SOO,TON,14,12,False,False,True,SP001143
SP001154,SBT,SBT,1,428,True,False,True,SP001154
SP001155,HFX,LDS,6,2,False,False,True,SP003208
SP001156,PGN,EXM,19,16,False,False,False,
SP001157,NEM,PMH,13,4,False,False,False,
SP001158,MAN,MIA,3,4,False,False,True,SP001884
SP001159,BAA,PMH,12,2,False,False,False,
SP001160,CCH,BTN,18,6,False,False,True,SP004227
SP001161,BSK,RDG,5,2,False,False,False,
SP001162,PMH,BTN,25,2,False,False,False,
SP001163,BTN,PMS,20,24,False,False,True,SP001164
SP001164,PMS,BTN,20,24,False,False,True,SP001163
SP001165,PGN,EXM,20,4,False,False,False,
SP001166,BNP,EXM,20,3,False,False,False,
SP001167,PGN,EXM,18,2,False,False,False,
SP001168,PGN,EXM,18,2,False,False,False,
SP001169,PMS,BTN,22,2,False,False,True,SP003127
SP001170,ASN,QRB,18,68,False,False,True,SP001282
SP001171,BTN,PMH,21,2,False,False,False,
SP001172,NEM,PMH,19,18,False,False,True,SP001173
SP001173,PMH,NEM,19,24,False,False,True,SP001172
SP001174,BTN,PMH,26,4,False,False,False,
SP001175,PMH,NEM,20,4,False,False,True,SP001181
SP001176,KGX,KLN,35,1,False,False,False,
SP001177,KLN,KGX,34,2,False,False,False,
SP001178,INV,EDB,31,1,False,False,False,
SP001179,SCA,YRK,18,2,False,False,False,
SP001180,RDH,GTW,5,21,False,False,True,SP004119
SP001181,NEM,PMH,20,12,False,False,True,SP001175
SP001182,WSB,WMN,3,4,False,False,False,
SP001183,EAD,SOU,37,1,False,False,False,
SP001184,GFD,WEA,5,62,False,False,True,SP001185
SP001185,WEA,GFD,5,62,False,False,True,SP001184
SP001186,NEM,YVP,16,2,False,False,False,
SP001187,NEM,YVJ,17,2,False,False,False,
SP001188,SAL,YVJ,8,2,False,False,True,SP001116
SP001189,WEY,NEM,25,24,False,False,True,SP001190
SP001190,NEM,WEY,25,24,False,False,True,SP001189
SP001191,CRE,MAN,8,6,False,False,True,SP003492
SP001192,SOO,MDW,8,4,False,False,True,SP001145
SP001193,FOK,RDC,19,68,False,False,True,SP000196
SP001194,NEM,EXD,23,6,False,False,True,SP001202
SP001195,TON,GLM,18,2,False,False,True,SP001141
SP001196,NCL,KGX,33,1,False,False,False,
SP001197,NEM,EXD,23,10,False,False,False,
SP001198,NEM,EXD,22,6,False,False,False,
SP001199,LIV,CTR,7,7,False,False,True,SP000828
SP001200,BTN,EBN,12,28,False,False,True,SP000933
SP001201,EXD,NEM,24,22,False,False,True,SP001206
SP001202,EXD,NEM,23,10,False,False,True,SP001194
SP001203,SUO,BDM,35,4,False,False,False,
SP001204,SCA,HUL,12,3,False,False,True,SP003084
SP001205,SUO,BDM,26,2,False,False,False,
SP001206,NEM,EXD,24,6,False,False,True,SP001201
SP001207,CDF,RHY,16,2,False,False,False,
SP001208,CRE,CTR,2,4,False,True,True,SP001926
SP001209,NOT,GRA,5,4,False,False,False,
SP001210,LCN,NNG,5,4,False,False,True,SP001211
SP001211,NNG,LCN,5,6,False,False,True,SP001210
SP001212,CLE,NNG,15,1,False,False,False,
SP001213,WEY,NEM,29,22,False,False,True,SP001217
SP001214,CDB,PPD,9,8,False,False,True,SP003326
SP001215,LCN,NNG,2,2,False,True,False,
SP001216,KID,SAV,32,20,False,False,True,SP003974
SP001217,NEM,WEY,29,14,False,False,True,SP001213
SP001218,YRK,HUL,8,4,False,False,False,
SP001219,PMH,NEM,14,2,False,False,False,
SP001220,BMO,SAV,19,2,False,False,False,
SP001221,MAN,SHF,16,26,False,False,True,SP000406
SP001222,KID,WTE,22,18,False,False,True,SP003978
SP001223,MAN,SHF,15,4,False,False,False,
SP001224,KID,WTE,23,8,False,False,True,SP003988
SP001225,NVH,BTN,9,4,False,False,False,
SP001226,BTN,SEF,11,37,False,False,True,SP001527
SP001227,NEM,WEY,27,8,False,False,False,
SP001228,BTN,NVH,8,4,False,False,False,
SP001229,EBB,MST,19,26,False,False,True,SP001955
SP001230,COY,CDF,8,2,False,False,True,SP002135
SP001231,SBJ,SAV,30,2,False,False,False,
SP001232,WOF,SAV,33,4,False,False,False,
SP001233,NEM,WEY,34,2,False,False,False,
SP001234,PLY,GSL,5,2,False,False,False,
SP001235,GSL,PLY,9,18,False,False,True,SP001236
SP001236,PLY,GSL,9,16,False,False,True,SP001235
SP001237,SOU,BSK,9,2,False,False,False,
SP001238,MAN,RSH,10,20,False,False,True,SP000764
SP001239,BAL,LIT,24,40,False,False,True,SP000346
SP001240,SOU,NEM,15,2,False,False,False,
SP001241,BAL,LIT,25,10,False,False,True,SP001115
SP001242,WIN,BMH,17,2,False,False,True,SP001263
SP001243,GCR,WOF,6,2,False,False,False,
SP001244,WIN,SOU,7,16,False,False,False,
SP001245,SOU,BMH,11,8,False,False,False,
SP001246,EBB,NWP,9,24,False,False,True,SP001319
SP001247,SOU,NEM,18,2,False,False,True,SP001281
SP001248,KID,SAV,33,4,False,False,True,SP002758
SP001249,BMH,WIN,19,2,False,False,False,
SP001250,HFD,CDF,6,2,False,False,True,SP002573
SP001251,NRW,LST,24,2,False,False,False,
SP001252,WSB,CNM,10,2,False,False,False,
SP001253,POO,WIN,19,2,False,False,False,
SP001254,NRW,LWT,10,2,False,False,False,
SP001255,BAL,LIT,25,6,False,False,False,
SP001256,BSW,WTE,10,2,False,False,True,SP001430
SP001257,HOT,TWY,4,16,False,False,True,SP000064
SP001258,MAN,NMC,11,38,False,False,True,SP001862
SP001259,BIS,SRA,18,2,False,False,False,
SP001260,BMH,WIN,18,6,False,False,False,
SP001261,BIS,SRA,16,24,False,False,True,SP000704
SP001262,NOT,NRW,20,1,False,False,False,
SP001263,BMH,WIN,17,8,False,False,True,SP001242
SP001264,BIS,SRA,12,14,False,False,True,SP000215
SP001265,CTR,XLV,18,4,False,False,False,
SP001266,BKG,SOC,14,2,False,False,False,
SP001267,KNT,QPW,8,236,False,False,True,SP001318
SP001268,MFH,CDF,20,8,False,False,False,
SP001269,QRB,RDZ,18,60,False,False,False,
SP001270,RDZ,QRB,19,56,False,False,False,
SP001271,RDZ,QRB,18,13,False,False,False,
SP001272,GLD,EAD,15,44,False,False,True,SP001376
SP001273,WOK,NEM,7,2,False,False,False,
SP001274,GLD,QRB,12,1,False,False,False,
SP001275,EAD,QRB,17,71,False,False,True,SP001277
SP001276,EAD,CSS,7,69,False,False,True,SP001700
SP001277,QRB,EAD,17,66,False,False,True,SP001275
SP001278,QRB,QRB,18,1,True,False,False,
SP001279,BIS,SRA,15,8,False,False,False,
SP001280,QRB,QRB,21,24,True,False,True,SP001289
SP001281,NEM,SOU,18,2,False,False,True,SP001247
SP001282,QRB,ASN,18,62,False,False,True,SP001170
SP001283,TRI,EUS,11,2,False,False,False,
SP001284,TRI,EUS,10,4,False,False,True,SP001325
SP001285,BIS,SRA,13,4,False,False,True,SP000708
SP001286,WIN,SOU,8,2,False,False,False,
SP001287,TRI,EUS,12,4,False,False,False,
SP001288,WNR,QRB,14,71,False,False,False,
SP001289,QRB,QRB,21,20,True,False,True,SP001280
SP001290,CDF,MER,15,8,False,False,True,SP003364
SP001291,BAL,BTN,14,16,False,False,True,SP002724
SP001292,BCU,POO,10,2,False,False,True,SP002241
SP001293,GRA,NOT,7,1,False,False,False,
SP001294,POO,WIN,21,2,False,False,False,
SP001295,BAL,BTN,13,57,False,False,True,SP000383
SP001296,NOT,STP,19,30,False,False,True,SP000412
SP001297,SOU,POO,12,2,False,False,False,
SP001298,LIT,HHE,16,2,False,False,False,
SP001299,WIN,BMH,14,2,False,False,False,
SP001300,LDS,KGX,21,1,False,False,False,
SP001301,SNS,RDZ,12,2,False,False,True,SP001370
SP001302,SOU,BTN,27,4,False,False,False,
SP001303,SCN,HNY,5,12,False,False,False,
SP001304,BIF,CKL,16,6,False,False,True,SP002161
SP001305,MCV,BDI,11,3,False,False,False,
SP001306,NMP,BHM,12,6,False,False,True,SP003967
SP001307,CKL,BIF,14,4,False,False,True,SP002158
SP001308,NWD,BAK,8,6,False,False,False,
SP001309,RDZ,QRB,19,2,False,False,False,
SP001310,LUT,SUO,26,2,False,False,False,
SP001311,WCY,DLJ,20,5,False,False,False,
SP001312,RYS,KGX,23,1,False,False,False,
SP001313,EUS,HHD,32,12,False,False,True,SP003120
SP001314,NMP,CRE,14,3,False,False,False,
SP001315,LVS,DGS,2,4,False,True,True,SP001317
SP001316,SBP,KNT,4,2,False,False,False,
SP001317,DGS,LVS,2,4,False,True,True,SP001315
SP001318,QPW,KNT,8,232,False,False,True,SP001267
SP001319,NWP,EBB,9,27,False,False,True,SP001246
SP001320,XOA,NOT,18,1,False,False,False,
SP001321,QRB,WNR,13,71,False,False,False,
SP001322,LLE,PTA,9,1,False,False,True,SP003246
SP001323,RHD,LDS,15,2,False,False,False,
SP001324,LLE,SWA,3,1,False,False,True,SP001437
SP001325,EUS,TRI,10,12,False,False,True,SP001284
SP001326,CDF,BGN,5,1,False,False,False,
SP001327,EUS,TRI,10,2,False,False,False,
SP001328,NOT,LIV,31,1,False,False,False,
SP001329,EUS,TRI,10,4,False,False,False,
SP001330,PEN,COY,11,64,False,False,True,SP000841
SP001331,ILK,LDS,6,74,False,False,True,SP000926
SP001332,LST,NRW,18,66,False,False,False,
SP001333,LWT,IPS,12,32,False,False,True,SP000726
SP001334,KYL,UIG,5,4,False,False,True,SP001489
SP001335,ULP,IBS,2,4,False,True,True,SP000150
SP001336,BTN,SEF,10,31,False,False,True,SP001524
SP001337,RDG,GTW,17,4,False,False,False,
SP001338,PRE,CNE,19,37,False,False,True,SP002362
SP001339,BHM,HFD,18,26,False,False,True,SP002122
SP001340,BCY,WCY,9,2,False,False,False,
SP001341,COV,EUS,16,1,False,False,False,
SP001342,AWK,SHF,9,34,False,False,True,SP000006
SP001343,EUS,NMP,12,6,False,False,False,
SP001344,BGN,CDF,11,6,False,False,True,SP000472
SP001345,NMP,EUS,14,6,False,False,True,SP004433
SP001346,EUS,CRE,23,32,False,False,True,SP001885
SP001347,SHF,MIA,22,1,False,False,False,
SP001348,MKC,BHM,15,2,False,False,True,SP003882
SP001349,COR,KET,2,2,False,True,False,
SP001350,MIA,MAN,7,2,False,False,True,SP001736
SP001351,CRE,EUS,25,2,False,False,False,
SP001352,NOT,NRW,17,2,False,False,False,
SP001353,SHF,NRW,22,2,False,False,False,
SP001354,LIV,NRW,38,12,False,False,False,
SP001355,DAR,MBR,6,2,False,False,False,
SP001356,QRB,RDZ,17,13,False,False,False,
SP001357,BDQ,LDS,6,54,False,False,True,SP001359
SP001358,WGC,KGX,15,1,False,False,True,SP003030
SP001359,LDS,BDQ,6,52,False,False,True,SP001357
SP001360,LIV,NOT,23,2,False,False,False,
SP001361,SNF,LST,16,4,False,False,True,SP002337
SP001362,LIV,NRW,39,2,False,False,False,
SP001363,BGN,RHY,26,30,False,False,True,SP003472
SP001364,RDG,BSK,6,76,False,False,True,SP000724
SP001365,LIV,NOT,22,2,False,False,False,
SP001366,LIV,NOT,24,2,False,False,False,
SP001367,QRB,WKM,13,2,False,False,False,
SP001368,KET,MMO,5,2,False,False,True,SP001369
SP001369,MMO,KET,5,2,False,False,True,SP001368
SP001370,RDZ,SNS,12,1,False,False,True,SP001301
SP001371,EBB,CDF,9,7,False,False,True,SP003490
SP001372,XVJ,GLM,29,2,False,False,False,
SP001373,RDZ,ACT,6,1,False,False,False,
SP001374,EAD,GLD,13,4,False,False,False,
SP001375,GLM,XVJ,16,2,False,False,False,
SP001376,EAD,GLD,15,34,False,False,True,SP001272
SP001377,CBW,XVJ,16,2,False,False,False,
SP001378,MTH,DMR,22,30,False,False,False,
SP001379,WBP,CHY,12,2,False,False,False,
SP001380,CHY,BAL,17,2,False,False,False,
SP001381,XVJ,DVP,24,4,False,False,False,
SP001382,NEM,WEY,34,2,False,False,False,
SP001383,ACT,QRB,12,2,False,False,False,
SP001384,DVP,XVJ,20,2,False,False,False,
SP001385,WVH,WSL,20,62,False,False,True,SP000151
SP001386,QRB,SHP,11,6,False,False,False,
SP001387,QRB,SHP,16,4,False,False,False,
SP001388,SHP,QRB,15,6,False,False,False,
SP001389,NEM,PMH,20,6,False,False,True,SP001867
SP001390,SNF,PDX,19,264,False,False,True,SP002616
SP001391,HOU,QRB,11,4,False,False,True,SP001831
SP001392,NEM,PMH,26,2,False,False,True,SP001882
SP001393,RAY,GLD,14,4,False,False,True,SP004601
SP001394,BTH,BTH,1,4,True,False,True,SP001394
SP001395,SOU,BMH,5,2,False,False,False,
SP001396,BHM,NOT,16,6,False,False,True,SP001462
SP001397,BHM,NOT,14,6,False,False,False,
SP001398,BHM,NOT,14,6,False,False,True,SP001436
SP001399,BHM,NOT,13,8,False,False,True,SP001439
SP001400,GLD,EAD,13,4,False,False,False,
SP001401,BDT,YRK,12,4,False,False,True,SP003569
SP001402,LST,CET,15,20,False,False,False,
SP001403,EDB,GLC,6,2,False,False,False,
SP001404,LST,BTR,16,30,False,False,False,
SP001405,RDG,YRK,30,8,False,False,False,
SP001406,CET,LST,14,22,False,False,False,
SP001407,DBY,NCL,13,2,False,False,False,
SP001408,BTR,LST,15,24,False,False,False,
SP001409,WOK,EAD,11,60,False,False,True,SP000658
SP001410,LST,SOV,16,69,False,False,False,
SP001411,RDG,NCL,36,4,False,False,False,
SP001412,WSL,BHM,11,4,False,False,True,SP004141
SP001413,RDG,NCL,36,2,False,False,True,SP001878
SP001414,EPS,EAD,7,2,False,False,False,
SP001415,COL,LST,17,1,False,False,False,
SP001416,LST,CLT,18,28,False,False,False,
SP001417,PLY,NCL,52,2,False,False,False,
SP001418,SOU,PMS,15,34,False,False,True,SP001419
SP001419,PMS,SOU,15,36,False,False,True,SP001418
SP001420,BLY,EUS,16,4,False,False,False,
SP001421,BHM,CDF,22,1,False,False,False,
SP001422,CLT,LST,21,2,False,False,False,
SP001423,PLY,LDS,47,2,False,False,False,
SP001424,BLY,EUS,14,2,False,False,False,
SP001425,CLT,LST,17,26,False,False,False,
SP001426,BLY,EUS,15,2,False,False,False,
SP001427,SOU,NCL,44,2,False,False,False,
SP001428,KID,BSW,13,8,False,False,True,SP003973
SP001429,EDB,NCL,9,4,False,False,True,SP004187
SP001430,WTE,BSW,10,2,False,False,True,SP001256
SP001431,NOT,BHM,16,2,False,False,False,
SP001432,LMS,BSW,11,2,False,False,False,
SP001433,LST,IPS,17,24,False,False,False,
SP001434,NOT,BHM,15,6,False,False,True,SP001735
SP001435,CMN,SWA,5,2,False,False,False,
SP001436,NOT,BHM,14,4,False,False,True,SP001398
SP001437,SWA,LLE,3,4,False,False,True,SP001324
SP001438,IPS,LST,14,9,False,False,False,
SP001439,NOT,BHM,13,10,False,False,True,SP001399
SP001440,DDG,BSW,9,2,False,False,False,
SP001441,IPS,LST,16,22,False,False,False,
SP001442,MAN,CTR,9,6,False,False,True,SP001452
SP001443,SAV,BSW,16,2,False,False,False,
SP001444,NOT,BHM,13,4,False,False,True,SP004096
SP001445,WBQ,MAN,5,1,False,False,False,
SP001446,SAV,BSW,8,2,False,False,False,
SP001447,CET,COL,2,32,False,True,True,SP002435
SP001448,WOF,BSW,18,2,False,False,False,
SP001449,TAU,SVB,22,2,False,False,False,
SP001450,LST,SOV,17,44,False,False,False,
SP001451,EUS,BLY,12,4,False,False,False,
SP001452,CTR,MAN,9,1,False,False,True,SP001442
SP001453,SOV,LST,16,52,False,False,True,SP003297
SP001454,EUS,BLY,13,4,False,False,False,
SP001455,COV,BHM,12,1,False,False,True,SP002266
SP001456,NOT,BHM,14,2,False,False,False,
SP001457,WOS,DDG,25,2,False,False,False,
SP001458,WOF,DDG,22,24,False,False,True,SP004113
SP001459,MAN,BHM,16,10,False,False,True,SP001465
SP001460,WOS,DDG,22,2,False,False,True,SP002004
SP001461,WOF,DDG,24,2,False,False,False,
SP001462,NOT,BHM,16,2,False,False,True,SP001396
SP001463,NOT,BHM,18,2,False,False,False,
SP001464,WOS,DDG,23,2,False,False,False,
SP001465,BHM,MAN,16,6,False,False,True,SP001459
SP001466,WOF,DDG,26,4,False,False,True,SP004108
SP001467,BHM,MAN,16,2,False,False,False,
SP001468,BHM,LEI,10,4,False,False,True,SP001613
SP001469,FRM,SOU,9,2,False,False,False,
SP001470,BHM,LEI,11,28,False,False,True,SP001615
SP001471,LMS,SAV,4,2,False,False,False,
SP001472,ELY,KGX,19,1,False,False,False,
SP001473,BSW,SAV,13,2,False,False,False,
SP001474,WOS,SAV,26,2,False,False,False,
SP001475,SRS,BAK,7,10,False,False,True,SP002096
SP001476,WOF,SAV,27,14,False,False,False,
SP001477,BHM,SSD,26,20,False,False,True,SP000034
SP001478,GLD,EAD,12,2,False,False,True,SP001513
SP001479,RDC,FOK,20,2,False,False,True,SP003949
SP001480,WOF,SAV,29,4,False,False,False,
SP001481,CRP,AYR,2,2,False,True,True,SP001484
SP001482,RGL,WVH,27,4,False,False,True,SP002196
SP001483,WOF,SAV,26,2,False,False,True,SP000181
SP001484,AYR,CRP,2,2,False,True,True,SP001481
SP001485,BHM,SSD,28,2,False,False,True,SP001577
SP001486,BHM,KNN,8,57,False,False,True,SP001488
SP001487,SUR,BRS,2,78,False,True,True,SP002192
SP001488,KNN,BHM,8,59,False,False,True,SP001486
SP001489,UIG,KYL,5,4,False,False,True,SP001334
SP001490,BFR,SEV,24,52,False,False,True,SP002271
SP001491,LIT,SOU,16,1,False,False,False,
SP001492,KCG,KCG,1,48,True,False,True,SP001492
SP001493,GLD,EAD,13,70,False,False,True,SP001519
SP001494,CRE,CDF,18,1,False,False,True,SP004084
SP001495,SWA,CDF,10,1,False,False,False,
SP001496,EXD,PAD,21,2,False,False,False,
SP001497,DUO,DUO,1,98,True,False,True,SP001497
SP001498,CMN,MFH,7,8,False,False,True,SP003623
SP001499,PBO,HRH,40,1,False,False,False,
SP001500,CTR,MAN,8,2,False,False,True,SP000485
SP001501,PBO,HRH,40,15,False,False,False,
SP001502,CMN,PMD,11,2,False,False,True,SP003783
SP001503,CMN,FGH,6,2,False,False,True,SP003594
SP001504,PBO,HRH,40,2,False,False,False,
SP001505,SOU,MAN,54,1,False,False,False,
SP001506,CNM,CDF,8,32,False,False,True,SP000118
SP001507,BRI,CDF,8,2,False,False,False,
SP001508,BHM,CBG,23,2,False,False,False,
SP001509,RDR,CDF,6,1,False,False,False,
SP001510,SUO,BDM,27,2,False,False,False,
SP001511,RDZ,GTW,21,6,False,False,True,SP002319
SP001512,WOK,NEM,9,12,False,False,False,
SP001513,EAD,GLD,12,4,False,False,True,SP001478
SP001514,RDZ,GTW,21,3,False,False,False,
SP001515,NEM,GLD,10,2,False,False,False,
SP001516,GTW,RDZ,18,18,False,False,True,SP002283
SP001517,NEM,GLD,11,2,False,False,False,
SP001518,NEM,GLD,11,2,False,False,False,
SP001519,EAD,GLD,13,73,False,False,True,SP001493
SP001520,BHM,CBG,22,2,False,False,True,SP001576
SP001521,WWO,BTN,11,2,False,False,True,SP001783
SP001522,BRI,SSD,43,2,False,False,False,
SP001523,WKK,MAN,11,1,False,False,True,SP001110
SP001524,SEF,BTN,10,38,False,False,True,SP001336
SP001525,STR,AYR,5,6,False,False,True,SP000388
SP001526,CDF,NOT,33,2,False,False,True,SP003381
SP001527,SEF,BTN,11,35,False,False,True,SP001226
SP001528,STR,KMK,9,2,False,False,True,SP000497
SP001529,EDB,DEE,11,29,False,False,True,SP000042
SP001530,SOU,MAN,38,3,False,False,True,SP003377
SP001531,PTH,EDB,15,2,False,False,False,
SP001532,SLH,WTB,3,2,False,False,False,
SP001533,BRI,MAN,31,8,False,False,False,
SP001534,WTB,XPK,6,8,False,False,True,SP001535
SP001535,XPK,WTB,6,6,False,False,True,SP001534
SP001536,CRE,SHR,8,18,False,False,True,SP003021
SP001537,MAN,CRE,13,37,False,False,True,SP001119
SP001538,EDB,NBW,5,2,False,False,False,
SP001539,CRE,LIV,8,2,False,False,False,
SP001540,HUD,LDS,8,2,False,False,False,
SP001541,LIV,MCV,15,1,False,False,False,
SP001542,PGN,MAN,42,2,False,False,False,
SP001543,PLY,BHM,28,2,False,False,False,
SP001544,FRO,PAD,16,2,False,False,False,
SP001545,LDS,YRK,7,2,False,False,True,SP003080
SP001546,BRI,MAN,30,10,False,False,False,
SP001547,RAY,SHP,11,4,False,False,False,
SP001548,MAN,LIV,17,2,False,False,False,
SP001549,KNG,SHP,8,2,False,False,False,
SP001550,BTN,LWS,5,2,False,False,True,SP003345
SP001551,RAY,SHP,12,50,False,False,True,SP001555
SP001552,SHP,EAD,12,12,False,False,False,
SP001553,GTW,RDG,21,6,False,False,False,
SP001554,SHP,EAD,13,3,False,False,True,SP001560
SP001555,SHP,RAY,12,56,False,False,True,SP001551
SP001556,PGN,MAN,44,2,False,False,False,
SP001557,MIA,BPN,23,1,False,False,False,
SP001558,CDF,NOT,32,18,False,False,True,SP000483
SP001559,BRI,BHM,16,2,False,False,False,
SP001560,EAD,SHP,13,19,False,False,True,SP001554
SP001561,MAN,RCC,22,1,False,False,False,
SP001562,NCL,BHM,21,4,False,False,False,
SP001563,NCL,MAN,29,1,False,False,False,
SP001564,YRK,SHF,13,4,False,False,True,SP003573
SP001565,GLM,XVJ,20,36,False,False,True,SP000623
SP001566,BMH,BHM,27,2,False,False,True,SP001598
SP001567,SRS,WFJ,15,2,False,False,False,
SP001568,PLY,BHM,29,2,False,False,False,
SP001569,CDF,BHM,19,2,False,False,False,
SP001570,AFK,EBN,18,8,False,False,True,SP001969
SP001571,SUO,BAK,13,28,False,False,True,SP000351
SP001572,XSU,SRS,11,10,False,False,True,SP001770
SP001573,SRH,XSU,11,6,False,False,True,SP001081
SP001574,BAK,DKG,12,26,False,False,True,SP002525
SP001575,XSU,BIK,10,64,False,False,True,SP000068
SP001576,CBG,BHM,22,2,False,False,True,SP001520
SP001577,SSD,BHM,28,4,False,False,True,SP001485
SP001578,ABD,KGX,47,6,False,False,False,
SP001579,XSU,ECR,12,62,False,False,True,SP000568
SP001580,WCY,SUO,5,2,False,False,False,
SP001581,AFK,EBN,17,24,False,False,True,SP001929
SP001582,QRB,STW,6,2,False,False,False,
SP001583,PUR,TAT,8,74,False,False,True,SP001729
SP001584,SHP,QRB,11,2,False,False,False,
SP001585,SHP,QRB,12,2,False,False,False,
SP001586,FNH,GLD,5,70,False,False,True,SP001587
SP001587,GLD,FNH,5,70,False,False,True,SP001586
SP001588,ARD,INV,10,4,False,False,True,SP003802
SP001589,EAD,HMC,6,72,False,False,True,SP001590
SP001590,HMC,EAD,6,72,False,False,True,SP001589
SP001591,CMN,MAN,34,2,False,False,False,
SP001592,LIV,EUS,28,22,False,False,True,SP000868
SP001593,HUL,KGX,23,12,False,False,False,
SP001594,KGX,HUL,24,12,False,False,False,
SP001595,LIT,BTN,16,2,False,False,True,SP002015
