station_id,station_name,english_name,crs,operator,route,region,latitude,longitude,is_interchange,route_count,is_coastal,distance_to_coast_km,welsh_name,terminus_weekday,terminus_sat,terminus_sun,terminus_max,canonical_hub,canonical_time_to_hub,canonical_time_n,canonical_time_status,hub_reassigned_from,interchange_via,interchange_via_london,quiz_id,direction_count
SC_0027,Ashfield,,ASF,Scotrail,['Maryhill Line'],Glasgow City,55.889214,-4.2433,FALSE,1,FALSE,17.5,,0,0,0,0,Glasgow (Central/Queen St),8,50,direct_match,,,,glasgow_scotrail,2
EM_0002,Alsager,,ASG,East_Midlands,['Castle Line'],Cheshire East,53.09275298,-2.298612158,FALSE,1,FALSE,55.04,,0,0,0,0,Derby,57,57,darwin_interchange,not assigned,,,east_midlands_emr,2
SW_0006,Ash,,ASH,South Western,not assigned,Guildford,51.24959566,-0.712804737,FALSE,1,FALSE,46.71,,0,34,58,58,London,79,79,interchange_match,,,EARLSWD,south_western,1
SO_0155,Ashurst,,ASH,Southern,['Uckfield Branch'],Tunbridge Wells,51.12866,0.15266,FALSE,1,FALSE,37.73,,0,34,58,58,London,79,79,interchange_match,,,EARLSWD,thameslink_southern,1
NR_0023,Askam,,ASK,Northern,"['Cumbrian Coast Line', 'Furness Line']",Westmorland and Furness,54.18904409,-3.204522253,TRUE,2,TRUE,0.71,,0,2,0,2,Liverpool (Lime St/Central),185,4,interchange_match_low_confidence,,PRSTNFJ,,liverpool_merseyside,2
NR_0020,Ashington,,ASL,Northern,['Northumberland Line'],Northumberland,55.18308937,-1.573077995,FALSE,1,FALSE,3.14,,67,68,48,68,Newcastle,36,73,direct_match,,,,newcastle_northern,1
SW_0001,Addlestone,,ASN,South Western,['Hounslow Loop'],Runnymede,51.37304695,-0.484448913,TRUE,1,FALSE,57.99,,0,0,0,0,London,76,76,direct_match,,,,south_western,3
NR_0024,Aspatria,,ASP,Northern,['Cumbrian Coast Line'],Cumberland,54.75932254,-3.331737575,FALSE,1,FALSE,6.58,,0,0,0,0,Newcastle,152,35,interchange_match,,CARLILE,,newcastle_northern,2
SC_0012,Alness,,ASS,Scotrail,Far North Line,Highland,57.694477,-4.249743,FALSE,1,TRUE,0.93,,0,0,0,0,Inverness,50,24,direct_match,,,,highlands_ne_scotrail,2
CM_0057,Aston,,AST,West Midlands Railway,Cross-City,Birmingham,52.505104,-1.871788,TRUE,1,FALSE,88.26,,0,0,0,0,Birmingham New Street,8,226,direct_match,,,,chiltern_wmr,3
NR_0021,Ashley,,ASY,Northern,['Mid-Cheshire Line'],Cheshire East,53.35601141,-2.341015897,FALSE,1,FALSE,46.29,,0,0,0,0,Manchester (Picc/Vic),36,36,direct_match,,,,manchester_northern,2
EM_0006,Attenborough,,ATB,East_Midlands,['Castle Line'],Broxtowe,52.9063664,-1.231269105,FALSE,1,FALSE,84.51,,0,0,0,0,Nottingham,8,8,darwin_interchange,not assigned,,,east_midlands_emr,2
NR_0025,Atherton,,ATN,Northern,['Atherton Line'],Wigan,53.52901633,-2.478177715,FALSE,1,FALSE,35.93,,0,0,0,0,Manchester (Picc/Vic),26,68,direct_match,,,,manchester_northern,2
SC_0028,Attadale,,ATT,Scotrail,Kyle Line,Highland,57.394871,-5.456549,FALSE,1,TRUE,0.18,,0,0,0,0,Inverness,124,9,direct_match,,,,highlands_ne_scotrail,2
ME_0004,Aughton Park,,AUG,Merseyrail,['Northern Line'],West Lancashire,53.55448798,-2.895078195,FALSE,1,FALSE,11.68,,0,0,0,0,Liverpool (Lime St/Central),33,114,direct_match_bugfixed,,,,liverpool_merseyside,2
SC_0019,Ardlui,,AUI,Scotrail,"['Road to the Isles', 'West Highland Line']",Argyll and Bute,56.302025,-4.721712,TRUE,2,FALSE,10.7,,0,0,0,0,Glasgow (Central/Queen St),92,19,direct_match,,,,glasgow_scotrail,2
SC_0029,Auchinleck,,AUK,Scotrail,['Glasgow South Western Line'],East Ayrshire,55.47031,-4.295389,FALSE,1,FALSE,20.74,,0,0,0,0,Glasgow (Central/Queen St),60,18,direct_match,,,,glasgow_scotrail,2
SC_0002,Aberdour,,AUR,Scotrail,['Fife Circle'],Fife,56.054646,-3.300575,FALSE,1,TRUE,0.4,,0,0,0,0,Edinburgh Waverley,34,70,direct_match,,,,edinburgh_scotrail,2
SC_0030,Aviemore,,AVM,Scotrail,Highland Main Line,Highland,57.18914,-3.828348,TRUE,1,FALSE,38.88,,1,0,0,1,Inverness,36,24,direct_match,,,,highlands_ne_scotrail,3
CM_0034,Aylesbury Vale Parkway,,AVP,Chiltern Railways,Amersham Line,Buckinghamshire,51.8327,-0.8623,FALSE,1,FALSE,96.65,,183,132,126,183,London,60,60,direct_match,,,,chiltern_wmr,1
TW_0004,Aberdovey,,AVY,TfW,['Cambrian Coast Line'],Gwynedd,52.54397223,-4.057080835,FALSE,1,TRUE,0.25,Aberdyfi,0,0,0,0,Shrewsbury,106,18,interchange_match,,MCHYNLT,,shrewsbury_wrexham_chester,2
NR_0005,Adwick,,AWK,Northern,['Hallam Line'],Doncaster,53.57302304,-1.181475098,FALSE,1,FALSE,35.8,,38,88,0,88,Sheffield,50,36,direct_match,,,,leeds_sheffield_northern,2
NR_0016,Armathwaite,,AWT,Northern,['Settle Carlisle Line'],Westmorland and Furness,54.8091136,-2.771682007,FALSE,1,FALSE,20.22,,0,0,0,0,Leeds,148,14,direct_match_reassigned,Newcastle,,,leeds_sheffield_northern,2
SW_0010,Axminster,,AXM,South Western,"['East Devon Line', 'South West Main Line']",East Devon,50.7785826,-3.00522804,TRUE,2,FALSE,6.95,,2,1,0,2,London,48,48,direct_match,,,,south_western,2
SC_0009,Alexandra Parade,,AXP,Scotrail,"['Argyle Line', 'North Clyde Electrics']",Glasgow City,55.863724,-4.211465,TRUE,2,FALSE,20.23,,0,0,0,0,Glasgow (Central/Queen St),8,86,direct_match,,,,glasgow_scotrail,2
SC_0031,Ayr,,AYR,Scotrail,Ayrshire Coast,South Ayrshire,55.458248,-4.626878,FALSE,1,TRUE,0.29,,115,142,120,142,Glasgow (Central/Queen St),51,83,direct_match,,,,glasgow_scotrail,2
CM_0033,Aylesbury,,AYS,Chiltern Railways,Amersham Line,Buckinghamshire,51.813868,-0.815048,FALSE,1,FALSE,92.81,,196,132,124,196,London,130,130,direct_match,,,,chiltern_wmr,2
TW_0008,Aberystwyth,,AYW,TfW,"['Cambrian Line', 'North Wales Coast Line']",Ceredigion,52.41401,-4.08174,TRUE,2,TRUE,0.33,Aberystwyth,146,143,118,146,Shrewsbury,110,36,direct_match_reassigned,Swansea,,,shrewsbury_wrexham_chester,1
SO_0011,Barnham,,BAA,Southern,"['West Coastway', 'Arun Valley']",Arun,50.83089289,-0.639679689,TRUE,2,FALSE,4.5,,121,211,114,211,London,68,68,direct_match,,,,thameslink_southern,4
SO_0008,Balcombe,,BAB,Southern,['Brighton Main Line'],Mid Sussex,51.05551334,-0.136932431,FALSE,1,FALSE,24.16,,0,0,0,0,London,76,76,direct_match,,,,thameslink_southern,2
ME_0005,Bache,,BAC,Merseyrail,['Wirral Line'],Cheshire West and Chester,53.20933376,-2.892360673,FALSE,1,FALSE,13.34,,0,0,0,0,Wrexham/Chester,82,182,direct_match_reassigned,Liverpool (Lime St/Central),,,shrewsbury_wrexham_chester,2
SO_0010,Banstead,,BAD,Southern,['Epsom Downs Line'],Reigate and Banstead,51.32934844,-0.213158063,FALSE,1,FALSE,44.14,,0,0,0,0,London,68,68,direct_match,,,,thameslink_southern,2
SW_0011,Bagshot,,BAG,South Western,['Waterloo to Reading Line'],Surrey Heath,51.36436905,-0.688659892,FALSE,1,FALSE,59.28,,0,0,0,0,London,6,6,direct_match,,,,south_western,2
ME_0006,Bank Hall,,BAH,Merseyrail,['Northern Line'],Liverpool,53.43780206,-2.987464984,FALSE,1,FALSE,2.56,,0,0,0,0,Liverpool (Lime St/Central),9,143,direct_match_bugfixed,,,,liverpool_merseyside,2
SC_0052,Blairhill,,BAI,Scotrail,"['Argyle Line', 'North Clyde Electrics']",North Lanarkshire,55.866653,-4.04221,TRUE,2,FALSE,26.91,,0,0,0,0,Glasgow (Central/Queen St),19,150,direct_match,,,,glasgow_scotrail,2
TW_0010,Baglan,,BAJ,TfW,"['Central Wales Line', 'Heart of Wales Line', 'Swanline']",Neath Port Talbot,51.61456,-3.80971,TRUE,2,FALSE,2.2,Baglan,0,0,0,0,Swansea,24,44,direct_match,,,,gwr_wales_corridor,2
SO_0012,Battersea Park,,BAK,Southern,"['Epsom Downs Line', 'Mole Valley Line']",South West London,51.47733308,-0.148162967,TRUE,2,FALSE,37.77,,2,11,333,333,London,357,357,direct_match,,,,thameslink_southern,1
SO_0009,Balham,,BAL,Southern,['Sutton & Metro'],South London,51.44322754,-0.152421221,TRUE,1,FALSE,38,,2,0,1,2,London,805,805,direct_match,,,,thameslink_southern,3
NR_0028,Bamford,,BAM,Northern,"['Buxton Line', 'Hope Valley Line']",High Peak,53.33901464,-1.689082177,TRUE,2,FALSE,77.92,,0,0,0,0,Sheffield,18,138,direct_match,,,,leeds_sheffield_northern,2
CM_0016,Banbury,,BAN,Chiltern Railways,"['Chiltern Line', 'Oxford Canal Line']",Cherwell,52.060925,-1.327541,TRUE,2,FALSE,79.26,,72,64,26,72,London,73,73,direct_match,,,,chiltern_wmr,2
NR_0030,Bare Lane,,BAR,Northern,"['Bentham Line', 'Settle Carlisle Line']",Lancaster,54.07533066,-2.835940378,TRUE,2,TRUE,0.53,,0,0,0,0,Leeds,118,10,direct_match_reassigned,Liverpool (Lime St/Central),,,leeds_sheffield_northern,3
SO_0158,Battle,,BAT,Southern,['East Coastway'],Rother,50.91312,0.495169,FALSE,1,FALSE,7.46,,0,3,36,36,London,73,73,direct_match,,,,thameslink_southern,2
EM_0009,Barton-on-Humber,,BAU,East_Midlands,['Humber Linc Line'],North Lincolnshire,53.68883974,-0.443251195,FALSE,1,TRUE,0.74,,16,24,4,24,Lincoln,64,64,darwin_interchange,not assigned,,,east_midlands_emr,1
EM_0007,Barrow Haven,,BAV,East_Midlands,['Humber Linc Line'],North Lincolnshire,53.6971445,-0.391442806,FALSE,1,TRUE,0.22,,0,0,0,0,Lincoln,60,60,darwin_interchange,not assigned,,,east_midlands_emr,2
GR_0015,Blackwater,,BAW,Great_Western,['North Downs'],Hart,51.33181014,-0.777022615,FALSE,1,FALSE,54.96,,0,0,0,0,London,14,14,interchange_match,,,RDNGSTN,gwr_london,2
SC_0048,Bishopbriggs,,BBG,Scotrail,"['Aberdeen to Inverness Line', 'Dundee to Arbroath Line']",East Dunbartonshire,55.903927,-4.224958,TRUE,2,FALSE,18.3,,0,0,0,0,Glasgow (Central/Queen St),7,253,direct_match,,,,glasgow_scotrail,2
